"","Easting","Northing","Purprice","BldIntWr","BldPostW","Bld60s","Bld70s","Bld80s","TypDetch","TypSemiD","TypFlat","GarSingl","GarDoubl","Tenfree","CenHeat","BathTwo","BedTwo","BedThree","BedFour","BedFive","NewPropD","FlorArea","NoCarHh","CarspP","ProfPct","UnskPct","RetiPct","Saleunem","Unemploy","PopnDnsy"
"30882",531700,193600,225000,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,248.4535508,18.3674,44.2149,7.6923,7.6923,46.1539,6.3415,58.72358,7.82609
"30883",542500,190000,60000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,104.67557075,61.194,27.1386,0,9.0909,54.5455,15.1163,31.29159,11.32813
"30884",507800,184600,68500,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,85.449445507,9.9379,50.2404,21.4286,0,7.1429,10.1961,34.66496,4.83271
"30885",507800,184600,54000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,6.1947,56.3467,0,0,0,2.7624,1.97867,10.59063
"30886",519200,191800,129000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,157,19.8157,51.9924,14.2857,0,42.8571,4.4983,96.38143,7.98479
"30887",521500,186400,145000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,134,31.5534,42.7332,16.6667,0,66.6667,5.8537,65.57881,5.22388
"30888",515000,190800,61950,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,68,12.5,53.4014,5.8824,11.7647,17.6471,2.2113,7.47043,9.14928
"30890",520200,186100,115000,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,134.67575651,45,39.6342,50,0,100,10.4265,81.03787,8.41346
"30891",526500,190000,48000,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,74,24.8227,49.6575,0,0,27.2727,7.9755,2.69597,6.33397
"30893",532900,194400,52000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.631842922,8.9286,45.9248,15.3846,7.6923,69.2308,3.0675,13.85471,4.62777
"30894",521200,168100,137000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,165,18.1818,42.3706,0,4.7619,23.8095,5.9299,0.49174,2.94118
"30898",528700,192600,160000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,119,24.8756,46.8036,11.1111,0,100,4.2781,3.65471,6.23701
"30900",536600,182800,315000,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,253.00466257,10.8597,2.2989,64.574,0,0,3.1746,1.095,6.61157
"30902",530300,193100,61750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,26.1905,43.3898,40,0,60,8.1967,26.77561,6.50289
"30904",515100,188300,96000,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,81.734252224,17.0732,52,25,0,100,2.2727,20.36267,10.68548
"30906",517500,179400,135000,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,152.3229246,44.5498,31.3684,6.25,0,18.75,14.4981,23.22426,7.91738
"30907",518300,187800,89950,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,115,4.6875,37.7261,0,0,0,2.9851,10.15031,8.30508
"30908",510800,182800,107500,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,127,45.3125,24.0481,0,11.1111,88.8889,9.6916,3.6736,5.47945
"30910",534400,197500,255000,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,264,15.9794,46.2845,0,0,46.1539,6.2745,43.13082,3.39559
"30912",512800,191200,172000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,178.32927758,4.4898,48.2323,27.2727,0,13.6364,3.7736,2.18697,9.38775
"30913",526400,195900,76000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,94.737428715,21.9512,49.2647,0,11.1111,33.3333,4.5455,2.30547,23.42657
"30914",527300,193800,140000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,95.573347203,23.0159,28.2178,0,10,10,10.929,62.96635,7.12531
"30916",530900,192300,70000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,137,23.1292,48.3333,12.5,12.5,75,3.8961,6.03674,4.42338
"30917",537500,189000,66000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,118.88618505,19.5122,59.2593,0,0,100,2.6316,5.6269,7.46004
"30918",533600,190200,50000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44.582319395,11.9231,56.3954,4.7619,0,9.5238,4.7753,45.13259,5.88235
"30919",537100,198400,87000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,106.34740772,32.3809,49.7355,30,0,40,6.6225,14.10229,6.69746
"30920",519700,184300,75000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,100.31021864,49.1803,35.1111,0,0,11.1111,11.9048,0.56767,7.16049
"30921",532500,192400,64000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,97.709583341,16.3636,44.8661,0,0,75,15.2381,3.93637,12.65207
"30922",533100,190000,80000,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,158,56.2162,28.7037,0,0,50,15.9509,15.25512,4.0107
"30923",515700,189400,325000,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,241.02316423,19.4805,46.4374,0,11.1111,66.6667,12.2905,0.35749,3.22581
"30924",523800,184200,150000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,133.74695819,7.1283,39.801,31.3765,0,8.3333,10.4478,0.54907,5.15222
"30925",531100,192400,172000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,137.46215147,18.2927,47.8049,0,0,66.6667,3.2258,62.21192,8.69565
"30926",529800,196300,94000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,92.879832073,10.9756,57.4742,33.3333,0,55.5556,5.1282,1.6599,4.32432
"30927",520600,193300,250000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,185.75966415,12.6904,46.7742,6.6667,0,20,2.9197,29.4832,10.52632
"30928",529800,193300,86000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,111.45579849,37.247,38.6364,11.1111,5.5556,27.7778,6.3604,8.79036,56.1753
"30929",531400,190500,109500,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,125.3877733,14.1177,55.3571,25,0,0,0.8929,0.7063,2.7027
"30930",525400,191700,130000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,133,43.9153,34.4173,0,0,27.2727,9.5477,47.77,6.20155
"30931",516100,181800,97000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65.015882451,44.5783,28.0822,0,11.1111,66.6667,14.359,9.09543,1.77165
"30932",529000,189600,113250,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,97,45,39.6342,50,0,100,10.4265,81.03787,8.41346
"30933",520100,192300,77000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,77.090260621,45,39.6342,50,0,100,10.4265,81.03787,8.41346
"30934",530700,188200,94000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,83,36.4407,29.3846,7.1429,0,21.4286,17.5084,0.7998,5.26316
"30935",513100,189200,100000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,141.17734475,37.247,38.6364,11.1111,5.5556,27.7778,6.3604,8.79036,56.1753
"30936",531400,188100,133000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,125,42.5439,26.9355,7.1429,0,28.5714,9.7826,0.84299,16.99115
"30937",543700,186700,65000,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,75.69706314,36.6142,40.4255,6.6667,0,53.3333,6.1983,14.88715,13.13869
"30938",531100,195200,65960,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,110.3412405,20.354,48.227,0,0,100,13.7097,2.89414,9.33333
"30939",537600,188500,115000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,131.88936154,46.9027,35.3742,9.0909,9.0909,81.8182,6.5728,9.14975,6.45669
"30940",531100,192400,69000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,97.523823677,29.6137,34.1772,12.5,6.25,18.75,9.4675,36.33857,5.87045
"30941",534700,194700,67000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,120,20.2899,46.6102,0,0,9.0909,19.7969,12.16824,7.4813
"30942",532800,190200,83000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,126.31657162,12.9032,58.8235,0,0,20,7.6923,7.78168,7.47029
"30947",534500,197400,45000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,153,13.9344,51.9108,11.7647,0,41.1765,2.1875,48.14717,4.06852
"30949",534500,197400,45000,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,60.371890848,61.215,15.8833,10,0,60,21.6216,114.358,5.08906
"30974",537400,191900,47000,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,104,31.2057,35.1499,0,0,9.0909,7.1823,0.10537,5.12821
"30996",526100,176200,42000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,73.00354801,24.0343,48.1611,5.8824,0,29.4118,5.5921,2.9356,2.4
"30998",537400,189200,80000,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,63,24.2105,51.4563,0,0,75,7.0707,4.87059,5.5814
"31000",538400,193600,48000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.028216893,44.9541,36.0976,28.5714,0,0,15.6522,14.05723,9.41558
"31001",542900,186800,210000,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,236,18.1818,47.4729,0,0,50,6.4639,37.76731,13.33333
"31003",521800,178800,125000,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,180.09399439,9.7938,48.0813,7.1429,0,28.5714,4.5226,20.28568,11.5993
"31005",538000,193000,62000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,99.47430015,9.8592,55.8333,10,0,20,4.6784,5.29063,4.24779
"31006",543200,183700,98000,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,151.02260695,12.6126,50,14.2857,0,42.8571,11.3636,6.71642,2.82486
"31007",538800,187700,47500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.650344584,44.7368,36.2676,0,0,33.3333,8.1871,1.37697,9.55882
"31009",548100,187000,65000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,114.05643379,22.2772,44.8692,7.6923,7.6923,61.5385,5.6225,17.88465,3.81283
"31010",541800,183300,52000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,127.9884086,41.8182,37.2807,0,0,12.5,9.6296,25.55412,23.8938
"31014",543100,186700,58000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,101.61053629,13.7778,44.6529,5.2632,0,0,6.1453,35.43156,5.22023
"31015",541200,182900,40000,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,56.842457229,51.1628,15.8768,0,9.0909,18.1818,19.5652,7.05535,4.61285
"31016",540000,185500,75000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,101.23901696,13.2597,52.4229,9.0909,0,36.3636,2.9167,10.02092,8.40065
"31017",539400,187200,70000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,73,54.8223,21.5534,0,0,21.4286,21.519,7.69444,2.46734
"31020",539800,184600,84000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,62.786766482,20.2128,45.0617,0,0,23.0769,6.2044,16.96885,3.9924
"31022",537600,187300,40000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79,8,58.209,28.5714,14.2857,0,3.6364,0.55874,6.47182
"31025",543100,182800,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,94.365909386,28.9474,43.3022,0,0,36.3636,5.9406,53.52514,10.63218
"31026",540800,182600,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,36,35.6191,0,0,57.1429,4.461,40.66625,6.73401
"31029",539100,185900,142000,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,203,74.5283,16.8982,0,12.5,125,7.483,4.82624,6.68016
"31030",537800,187800,84000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,134.67575651,59.4771,22.2892,10,0,40,21.3483,5.7717,9.90476
"31031",545500,187400,250000,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,134.67575651,21.5859,41.5842,15.3846,0,61.5385,4.3103,55.47614,6.63507
"31032",556400,187500,45000,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,95.759106868,8.8398,48.7273,0,0,14.2857,1.9737,43.08746,5.24272
"31035",520300,179700,100000,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,98.452621998,41.4414,31.1567,10,20,90,5.3279,5.42211,3.23232
"31036",538500,191000,252000,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,204.33563056,37.8531,40.2266,0,0,70,6.9767,7.4772,26.43357
"31037",552600,189900,45000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,53,19.8113,40.8772,0,16.6667,58.3333,5.625,7.90405,8.39041
"31038",538400,189700,170000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,222.63295748,4.5455,61.7241,20,0,10,3.5928,10.77782,4.7619
"31039",554200,186100,365000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,233.77853733,2.3364,51.5517,9.0909,0,0,3.0899,4.33607,8.15109
"31042",508400,186500,61000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55.727899244,36.8,42.126,0,0,120,10.2564,41.42108,3.60531
"31043",548700,184800,62000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,96.966544684,68.0982,23.9669,9.0909,0,36.3636,28.3333,1.20709,7.04225
"31044",545600,191700,30000,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,161.61090781,12.3077,53.2915,0,0,83.3333,2.3121,2.3523,9.66921
"31055",529600,187900,340000,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,264,36.0825,31.3402,0,0,66.6667,9.0909,7.87999,6.84474
"31057",550000,190900,44000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,120,12.1622,58.961,0,0,16.6667,2.3585,79.27085,11.81619
"31061",538500,187000,75500,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,94.273029554,27.2301,40.0735,0,7.1429,28.5714,6.0284,2.3181,6.76417
"31063",536800,192200,16500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,101.23901696,52.9412,27.2171,0,0,28.5714,12.2302,22.6881,12.98077
"31081",523800,179800,46650,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,52.384225289,41.9355,37.3771,12.5,0,50,8.8757,0.61273,12.87879
"31086",529900,181300,76000,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,97,20.8092,42.9787,0,8.3333,41.6667,5.4167,26.43359,13.50711
"31113",526100,162800,70000,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,87.307042149,18.797,43.2353,0,0,100,9.2105,33.52126,8.10811
"31132",542500,190000,69500,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,104.39693125,18.3784,41.1539,0,9.0909,54.5455,4.3825,44.12882,4.01146
"31156",514500,188200,75000,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,88,32.3144,44.9074,6.25,0,25,10.2041,49.59614,6.50602
"31157",511900,171200,140000,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,155,32.3144,44.9074,6.25,0,25,10.2041,49.59614,6.50602
"31164",505500,183300,150000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,141,6.5421,53.9683,0,0,12.5,8.805,15.94553,7.86241
"31169",525400,188800,75000,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,74.303865659,5.4545,61.1111,0,0,25,1.2987,0.78783,5.80645
"31185",528900,174400,67000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,104,14.2857,48.7685,0,0,35.7143,2.9499,52.82324,0.8658
"31211",525500,177500,44500,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,92.879832073,14.0496,54.9606,7.1429,0,50,4.1667,63.8247,9.66469
"31237",525000,190500,135000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,74,12.4324,50.7722,0,0,60,6.25,67.37914,3.83142
"31304",533800,185800,43750,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,85.449445507,27.5109,41.4414,0,0,122.2222,7.4803,25.48604,1.31796
"31320",543500,175700,72000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,76.62586146,4.918,55.0073,0,0,33.3333,4.7198,15.93688,15.68182
"31328",514100,170400,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,97.523823677,28.2722,43.4005,0,0,60,3.2258,31.90117,4.90405
"31395",529200,187700,53000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,90.557836271,39.2857,28.6853,0,0,55.5556,14.7208,20.25011,16.32653
"31433",528400,169500,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.263500084,45.7143,23.8908,9.0909,9.0909,27.2727,15.6951,3.12217,6.36364
"31542",533200,171200,62500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,89.907677447,7.3892,64.2468,40,0,100,2.8226,5.22322,6.42336
"31543",533200,171200,60000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,99.00990099,23.6842,48.8372,0,0,0,0,0,0
"31545",533600,189700,91000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,110.52700017,25.4335,44.5256,7.1429,14.2857,7.1429,4.5872,83.45571,6.07553
"31588",511100,186100,180000,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,180.83703305,36.4583,32.2176,0,0,77.7778,8.7558,52.88983,13.40425
"31687",539800,182100,74500,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,122.97289767,6.6667,53.4392,9.0909,0,18.1818,9.4972,1.13537,7.50605
"31717",524000,181100,160000,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,167.55521706,20.4819,41.452,0,0,50,5.5249,9.00203,14.43299
"31761",514800,171800,66000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,82.477290881,6.25,54.7421,21.0526,0,10.5263,2.9499,14.71146,8.26211
"31762",511500,177100,54500,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,61,20.9302,52.6627,0,0,400,5.8824,17.25831,11.87801
"31778",549600,185700,48000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,89.16463879,24.8555,34.275,0,11.1111,55.5556,16.5992,24.86094,5.78704
"31815",509600,178900,40000,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,88,35.5856,34.8511,15.3846,7.6923,38.4615,8.2031,42.21344,10.13514
"31841",534700,186700,37000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63.15828581,25.1497,50.7353,11.1111,0,55.5556,7.3059,110.5496,9.75104
"31848",525600,170400,91000,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,69.659874055,14.4385,56.7227,0,14.2857,128.5714,4.6948,103.1706,13.26531
"31850",508400,181100,55000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,82.663050545,31.2849,35.0993,0,0,55.5556,6.4815,20.73507,5.06912
"31853",507500,185900,108500,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,126,31.9797,39.1304,0,8.3333,66.6667,4.0909,45.57505,6.19902
"31858",539400,174700,180000,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,160.21771033,34.3915,46.2396,0,0,88.8889,4.5455,1.86195,8.05556
"31886",552600,176600,104250,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,140.80582542,17.3228,53.3088,11.1111,0,11.1111,5.2239,93.82941,12.38739
"31894",510900,173300,105000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,157.89571452,17.757,49.0942,30.7692,0,38.4615,7.3718,9.20795,12.36674
"31920",525900,184500,58000,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,76.440101796,12.8342,40.1079,6.25,6.25,18.75,8.7591,15.54882,1.30208
"31933",536900,172600,70000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,130.96056322,20.7317,49.3443,5.2632,5.2632,21.0526,5.6716,8.37877,8.646
"31969",525500,182100,132000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,91,54.8023,18.6613,0,15.3846,0,18.1452,14.08557,5.7732
"31970",529300,187600,65000,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,132.81815986,24.2105,51.3995,10,0,70,6.9519,5.29043,7.54717
"32014",546000,164100,86000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,168.39113555,18.9873,44.2238,0,0,46.6667,6.8259,34.16817,7.80591
"32025",540400,176700,95000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,77.090260621,32.7273,42.1788,0,0,87.5,5.4795,53.79509,6.53465
"32026",522500,178700,62000,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,72.167629521,69.7368,18.2377,0,9.0909,72.7273,17.9487,79.33262,9.8081
"32027",538200,162500,62000,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,72.167629521,11.9048,55.9937,22.2222,0,22.2222,2.9221,32.03892,11.00703
"32028",538400,162400,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79.876655583,62.234,25,0,14.2857,128.5714,15.1515,62.80857,11.42857
"32029",518800,168900,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,25.9434,40.7692,7.1429,14.2857,28.5714,10.6195,26.59198,33.80282
"32030",517100,174200,75000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,143.03494139,13.9175,42.9924,0,7.6923,53.8462,5.5944,6.50593,9.95185
"32031",532400,162700,76000,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,85.728085004,18.5484,46.1285,0,9.0909,100,4.2802,37.16607,5.60976
"32032",533400,174800,41000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,105,46.4286,25.9786,11.1111,33.3333,66.6667,16.129,2.05372,5.48885
"32033",548800,177900,45000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.303865659,25.5144,46.0035,0,0,144.4444,7.0423,24.51555,6.58858
"32035",527100,169200,40500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,45,4.717,48.318,9.0909,0,0,4.1667,53.15305,8.70712
"32038",532600,167200,98000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,94.644548883,13.3971,46.5636,6.25,6.25,18.75,2.8571,9.95449,14.49045
"32039",533200,160900,64000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,85.077926179,36,35.6191,0,0,57.1429,4.461,40.66625,6.73401
"32041",526700,169600,75000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,86,70.5584,11.0294,0,8.3333,25,25.2381,94.19278,8.4375
"32042",524800,182700,62000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,82,13.5803,44.1088,4.5455,0,13.6364,3.3426,0.89666,6.46067
"32043",539400,185700,59000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79.876655583,68.8442,11.2985,0,12.5,37.5,30.1887,52.64641,5.57769
"32044",526500,169400,210000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,142.10614307,8.6538,51.3115,5.5556,0,5.5556,3.75,0,0
"32046",520600,166200,80000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,105,48.9796,17.6829,0,12.5,0,15.873,2.21602,2.25564
"32047",528300,170300,87500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,71,49.1667,16.6667,0,0,42.8571,17.1598,2.90133,3.05677
"32048",525000,174000,46000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,14.2222,49.0501,28.5714,0,28.5714,7.2464,11.75779,8.28729
"32050",511000,174400,63000,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,82,62.0253,24.9462,18.1818,0,72.7273,9.4527,13.94258,5.17928
"32051",542100,171800,72950,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,82,42.5373,37.8677,0,16.6667,116.6667,6.7164,46.83657,8.08081
"32053",514700,176700,70000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,77,24.5763,44.7565,12.5,12.5,37.5,4.5775,3.38161,3.27456
"32054",509700,174000,73500,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,71,8.8608,59.6059,0,16.6667,16.6667,2.521,1.61847,4.50751
"32055",506300,181100,243000,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,222,13.6842,54.343,0,6.25,12.5,4.7794,1.43409,11.5894
"32057",522400,179900,90500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,88.23584047,12.0301,52.2273,0,0,57.1429,4.2683,0.70729,5.4321
"32059",526500,189700,115000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,95.108948043,7.2917,48.4956,13.3333,0,20,4.8951,42.77512,12.47312
"32060",540400,188800,99000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,248.91794996,12.1739,44.8698,0,4.7619,9.5238,5.8974,30.38515,6.36833
"32061",530100,172700,850000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,168.94841454,23.4043,41.8803,0,0,14.2857,14.3713,0.77899,5.85106
"32063",524900,183700,87500,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,132,22.2772,44.8692,7.6923,7.6923,61.5385,5.6225,17.88465,3.81283
"32065",537100,198700,77500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,99,61.6279,19.9029,0,0,44.4444,21.6561,18.07432,5.84416
"32068",526800,185800,81000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,98,18.1467,56.3071,8.6957,4.3478,4.3478,4.8232,26.81943,9.04159
"32069",513800,182200,86000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,76.62586146,13.6126,48.8889,0,0,54.5455,3.8298,57.95403,4.20354
"32070",524400,185000,68000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,121.48682035,62.5,23.4234,0,0,37.5,15.1515,35.75342,21.36364
